tweet_id,text,created_at,state,party_mentioned,retweets,likes,text_clean,text_processed,sentiment,sentiment_score,dominant_topic,topic_probability,date
tweet_347,Strong leadership when we need it most. #Independent2024 #Election2024,2025-04-27 17:25:07.708047,Texas,Independent,59,150,strong leadership when we need it most independent election,strong leadership need independent,positive,0.8038528561592102,4,0.9279941,2025-04-27
tweet_348,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-05-08 17:25:07.708125,Texas,Republican,9,344,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.95911217,2025-05-08
tweet_349,"Excellent debate performance. Clear, honest answers. #Democrat2024 #Election2024",2025-04-28 17:25:07.708204,California,Democrat,86,82,excellent debate performance clear honest answers democrat election,excellent debate performance clear honest answers democrat,positive,0.9539871215820312,3,0.95911205,2025-04-28
tweet_350,Strong leadership when we need it most. #Republican2024 #Election2024,2025-04-29 17:25:07.708436,New York,Republican,6,79,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-04-29
tweet_351,Terrible policy decision. This will hurt the economy. #Independent2024 #Election2024,2025-05-19 17:25:07.708526,California,Independent,51,220,terrible policy decision this will hurt the economy independent election,terrible policy decision hurt economy independent,negative,0.9372010231018066,0,0.947775,2025-05-19
tweet_352,This candidate is out of touch with regular people. #Democrat2024 #Election2024,2025-05-20 17:25:07.708614,Texas,Democrat,62,484,this candidate is out of touch with regular people democrat election,touch regular people democrat,negative,0.8761662244796753,2,0.9272873,2025-05-20
tweet_353,Election day is approaching quickly. #Independent2024 #Election2024,2025-05-20 17:25:07.708704,New York,Independent,91,469,election day is approaching quickly independent election,day approaching quickly independent,neutral,0.7798275351524353,2,0.92728734,2025-05-20
tweet_354,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-05 17:25:07.708783,Pennsylvania,Republican,54,385,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-05
tweet_355,Strong leadership when we need it most. #Democrat2024 #Election2024,2025-05-21 17:25:07.708882,Pennsylvania,Democrat,9,470,strong leadership when we need it most democrat election,strong leadership need democrat,positive,0.8735679984092712,4,0.9279941,2025-05-21
tweet_356,Strong leadership when we need it most. #Republican2024 #Election2024,2025-05-14 17:25:07.708964,Pennsylvania,Republican,89,241,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-05-14
tweet_357,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-05-22 17:25:07.709042,Pennsylvania,Democrat,31,163,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-05-22
tweet_358,Great policy speech today! Really inspiring vision for the future. #Independent2024 #Election2024,2025-05-06 17:25:07.709120,Florida,Independent,54,116,great policy speech today really inspiring vision for the future independent election,great policy speech today really inspiring vision future independent,positive,0.976468563079834,3,0.967819,2025-05-06
tweet_359,This candidate is out of touch with regular people. #Democrat2024 #Election2024,2025-05-07 17:25:07.709198,Florida,Democrat,81,231,this candidate is out of touch with regular people democrat election,touch regular people democrat,negative,0.8761662244796753,2,0.92728734,2025-05-07
tweet_360,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-21 17:25:07.709278,Texas,Republican,20,41,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-21
tweet_361,Candidate will speak at town hall meeting tomorrow. #Republican2024 #Election2024,2025-05-03 17:25:07.709356,California,Republican,40,128,candidate will speak at town hall meeting tomorrow republican election,speak town hall meeting tomorrow republican,neutral,0.9401732087135315,1,0.95349854,2025-05-03
tweet_362,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-17 17:25:07.709433,Texas,Republican,57,443,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-17
tweet_363,Voter registration deadline is next month. #Independent2024 #Election2024,2025-05-04 17:25:07.709515,Texas,Independent,7,442,voter registration deadline is next month independent election,voter registration deadline next month independent,neutral,0.9277944564819336,2,0.950038,2025-05-04
tweet_364,Terrible policy decision. This will hurt the economy. #Independent2024 #Election2024,2025-05-10 17:25:07.709594,Florida,Independent,86,343,terrible policy decision this will hurt the economy independent election,terrible policy decision hurt economy independent,negative,0.9372010231018066,0,0.9477751,2025-05-10
tweet_365,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-04 17:25:07.709672,Pennsylvania,Republican,7,332,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-04
tweet_366,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-05-14 17:25:07.709758,New York,Republican,23,482,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.9591121,2025-05-14
tweet_367,Strong leadership when we need it most. #Republican2024 #Election2024,2025-05-19 17:25:07.709849,Texas,Republican,30,365,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-05-19
tweet_368,Voter registration deadline is next month. #Independent2024 #Election2024,2025-05-08 17:25:07.709929,New York,Independent,27,50,voter registration deadline is next month independent election,voter registration deadline next month independent,neutral,0.9277944564819336,2,0.950038,2025-05-08
tweet_369,Strong leadership when we need it most. #Republican2024 #Election2024,2025-04-27 17:25:07.710007,Texas,Republican,37,110,strong leadership when we need it most republican election,strong leadership need republican,positive,0.8488093614578247,4,0.9279944,2025-04-27
tweet_370,Finally a candidate who listens to working people! #Republican2024 #Election2024,2025-05-19 17:25:07.710086,California,Republican,72,449,finally a candidate who listens to working people republican election,finally listens working people republican,positive,0.7594895362854004,4,0.94134814,2025-05-19
tweet_371,Weak debate performance. No real solutions offered. #Republican2024 #Election2024,2025-05-23 17:25:07.710168,Florida,Republican,77,104,weak debate performance no real solutions offered republican election,weak debate performance real solutions offered republican,negative,0.8771274089813232,4,0.9572164,2025-05-23
tweet_372,Another broken promise from politicians. #Independent2024 #Election2024,2025-04-27 17:25:07.710247,Texas,Independent,9,148,another broken promise from politicians independent election,another broken promise politicians independent,negative,0.8059149384498596,1,0.9448747,2025-04-27
tweet_373,"Excellent debate performance. Clear, honest answers. #Democrat2024 #Election2024",2025-05-05 17:25:07.710326,Pennsylvania,Democrat,52,159,excellent debate performance clear honest answers democrat election,excellent debate performance clear honest answers democrat,positive,0.9539871215820312,3,0.95911205,2025-05-05
tweet_374,Voter registration deadline is next month. #Democrat2024 #Election2024,2025-05-16 17:25:07.710403,Texas,Democrat,14,272,voter registration deadline is next month democrat election,voter registration deadline next month democrat,neutral,0.9037363529205322,2,0.950038,2025-05-16
tweet_375,Candidate will speak at town hall meeting tomorrow. #Republican2024 #Election2024,2025-05-19 17:25:07.710481,New York,Republican,77,123,candidate will speak at town hall meeting tomorrow republican election,speak town hall meeting tomorrow republican,neutral,0.9401732087135315,1,0.95349854,2025-05-19
tweet_376,Love the new healthcare plan - this will help so many families! #Democrat2024 #Election2024,2025-05-07 17:25:07.710562,Florida,Democrat,84,171,love the new healthcare plan this will help so many families democrat election,love new healthcare plan help many families democrat,positive,0.9844353795051575,1,0.96458066,2025-05-07
tweet_377,Great policy speech today! Really inspiring vision for the future. #Republican2024 #Election2024,2025-05-24 17:25:07.710641,Texas,Republican,31,221,great policy speech today really inspiring vision for the future republican election,great policy speech today really inspiring vision future republican,positive,0.9801842570304871,3,0.967819,2025-05-24
tweet_378,Candidate will speak at town hall meeting tomorrow. #Republican2024 #Election2024,2025-05-12 17:25:07.710749,Texas,Republican,20,396,candidate will speak at town hall meeting tomorrow republican election,speak town hall meeting tomorrow republican,neutral,0.9401732087135315,1,0.95349854,2025-05-12
tweet_379,Finally a candidate who listens to working people! #Independent2024 #Election2024,2025-05-05 17:25:07.710847,New York,Independent,88,21,finally a candidate who listens to working people independent election,finally listens working people independent,positive,0.600748598575592,4,0.94134796,2025-05-05
tweet_380,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-05-25 17:25:07.710968,Pennsylvania,Democrat,84,462,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-05-25
tweet_381,Love the new healthcare plan - this will help so many families! #Independent2024 #Election2024,2025-05-12 17:25:07.711065,New York,Independent,22,87,love the new healthcare plan this will help so many families independent election,love new healthcare plan help many families independent,positive,0.9835608005523682,1,0.96458066,2025-05-12
tweet_382,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-04-28 17:25:07.711147,California,Republican,55,2,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.95911217,2025-04-28
tweet_383,"Excellent debate performance. Clear, honest answers. #Independent2024 #Election2024",2025-04-28 17:25:07.711227,Florida,Independent,24,127,excellent debate performance clear honest answers independent election,excellent debate performance clear honest answers independent,positive,0.9280513525009155,3,0.95911217,2025-04-28
tweet_384,Another broken promise from politicians. #Democrat2024 #Election2024,2025-05-11 17:25:07.711307,California,Democrat,4,2,another broken promise from politicians democrat election,another broken promise politicians democrat,negative,0.8151327967643738,1,0.94487476,2025-05-11
tweet_385,Campaign rally scheduled for this weekend. #Democrat2024 #Election2024,2025-05-25 17:25:07.711386,New York,Democrat,88,9,campaign rally scheduled for this weekend democrat election,rally scheduled weekend democrat,neutral,0.91180819272995,1,0.93232405,2025-05-25
tweet_386,Campaign rally scheduled for this weekend. #Independent2024 #Election2024,2025-05-25 17:25:07.711472,California,Independent,12,392,campaign rally scheduled for this weekend independent election,rally scheduled weekend independent,neutral,0.9340530633926392,1,0.93232393,2025-05-25
tweet_387,Another broken promise from politicians. #Democrat2024 #Election2024,2025-05-01 17:25:07.711553,Florida,Democrat,80,461,another broken promise from politicians democrat election,another broken promise politicians democrat,negative,0.8151327967643738,1,0.94487476,2025-05-01
tweet_388,Love the new healthcare plan - this will help so many families! #Republican2024 #Election2024,2025-05-02 17:25:07.711633,Florida,Republican,74,399,love the new healthcare plan this will help so many families republican election,love new healthcare plan help many families republican,positive,0.9839757680892944,1,0.96458066,2025-05-02
tweet_389,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-05-01 17:25:07.711725,Florida,Republican,3,19,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.9591121,2025-05-01
tweet_390,Campaign rally scheduled for this weekend. #Democrat2024 #Election2024,2025-05-22 17:25:07.711805,Pennsylvania,Democrat,53,487,campaign rally scheduled for this weekend democrat election,rally scheduled weekend democrat,neutral,0.91180819272995,1,0.93232405,2025-05-22
tweet_391,Love the new healthcare plan - this will help so many families! #Democrat2024 #Election2024,2025-05-13 17:25:07.711902,Florida,Democrat,59,56,love the new healthcare plan this will help so many families democrat election,love new healthcare plan help many families democrat,positive,0.9844353795051575,1,0.96458066,2025-05-13
tweet_392,Great policy speech today! Really inspiring vision for the future. #Independent2024 #Election2024,2025-05-20 17:25:07.711982,Florida,Independent,92,13,great policy speech today really inspiring vision for the future independent election,great policy speech today really inspiring vision future independent,positive,0.976468563079834,3,0.967819,2025-05-20
tweet_393,Election day is approaching quickly. #Democrat2024 #Election2024,2025-05-04 17:25:07.712060,Florida,Democrat,3,375,election day is approaching quickly democrat election,day approaching quickly democrat,neutral,0.6026833057403564,2,0.92728734,2025-05-04
tweet_394,Another broken promise from politicians. #Democrat2024 #Election2024,2025-05-09 17:25:07.712139,New York,Democrat,30,187,another broken promise from politicians democrat election,another broken promise politicians democrat,negative,0.8151327967643738,1,0.94487476,2025-05-09
tweet_395,Candidate will speak at town hall meeting tomorrow. #Independent2024 #Election2024,2025-05-13 17:25:07.712217,New York,Independent,21,151,candidate will speak at town hall meeting tomorrow independent election,speak town hall meeting tomorrow independent,neutral,0.9503028392791748,1,0.95349854,2025-05-13
tweet_396,Love the new healthcare plan - this will help so many families! #Democrat2024 #Election2024,2025-05-06 17:25:07.712299,Florida,Democrat,63,18,love the new healthcare plan this will help so many families democrat election,love new healthcare plan help many families democrat,positive,0.9844353795051575,1,0.96458066,2025-05-06
tweet_397,This candidate is out of touch with regular people. #Democrat2024 #Election2024,2025-05-04 17:25:07.712382,California,Democrat,54,480,this candidate is out of touch with regular people democrat election,touch regular people democrat,negative,0.8761662244796753,2,0.9272873,2025-05-04
tweet_398,Finally a candidate who listens to working people! #Republican2024 #Election2024,2025-04-30 17:25:07.712461,Florida,Republican,46,458,finally a candidate who listens to working people republican election,finally listens working people republican,positive,0.7594895362854004,4,0.94134814,2025-04-30
tweet_399,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-10 17:25:07.712540,Florida,Republican,19,239,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-10
tweet_400,Finally a candidate who listens to working people! #Independent2024 #Election2024,2025-05-20 17:25:07.712619,California,Independent,89,399,finally a candidate who listens to working people independent election,finally listens working people independent,positive,0.600748598575592,4,0.94134796,2025-05-20
tweet_401,Finally a candidate who listens to working people! #Republican2024 #Election2024,2025-05-17 17:25:07.712706,Texas,Republican,2,460,finally a candidate who listens to working people republican election,finally listens working people republican,positive,0.7594895362854004,4,0.94134814,2025-05-17
tweet_402,Election day is approaching quickly. #Democrat2024 #Election2024,2025-05-10 17:25:07.712785,New York,Democrat,50,244,election day is approaching quickly democrat election,day approaching quickly democrat,neutral,0.6026833057403564,2,0.92728734,2025-05-10
tweet_403,"Excellent debate performance. Clear, honest answers. #Democrat2024 #Election2024",2025-05-01 17:25:07.712876,New York,Democrat,68,348,excellent debate performance clear honest answers democrat election,excellent debate performance clear honest answers democrat,positive,0.9539871215820312,3,0.95911205,2025-05-01
tweet_404,This candidate is out of touch with regular people. #Republican2024 #Election2024,2025-05-06 17:25:07.712955,Texas,Republican,63,260,this candidate is out of touch with regular people republican election,touch regular people republican,negative,0.8659353256225586,2,0.9272871,2025-05-06
tweet_405,New poll shows tight race in key swing states. #Democrat2024 #Election2024,2025-05-20 17:25:07.713034,Texas,Democrat,34,128,new poll shows tight race in key swing states democrat election,new poll shows tight race key swing states democrat,neutral,0.8322589993476868,0,0.9644567,2025-05-20
tweet_406,Voter registration deadline is next month. #Democrat2024 #Election2024,2025-05-18 17:25:07.713112,Florida,Democrat,59,56,voter registration deadline is next month democrat election,voter registration deadline next month democrat,neutral,0.9037363529205322,2,0.950038,2025-05-18
tweet_407,Candidate will speak at town hall meeting tomorrow. #Republican2024 #Election2024,2025-04-27 17:25:07.713190,Florida,Republican,29,341,candidate will speak at town hall meeting tomorrow republican election,speak town hall meeting tomorrow republican,neutral,0.9401732087135315,1,0.95349854,2025-04-27
tweet_408,"Excellent debate performance. Clear, honest answers. #Independent2024 #Election2024",2025-04-29 17:25:07.713272,Texas,Independent,79,399,excellent debate performance clear honest answers independent election,excellent debate performance clear honest answers independent,positive,0.9280513525009155,3,0.95911217,2025-04-29
tweet_409,New poll shows tight race in key swing states. #Republican2024 #Election2024,2025-05-14 17:25:07.713350,Florida,Republican,72,300,new poll shows tight race in key swing states republican election,new poll shows tight race key swing states republican,neutral,0.8656084537506104,0,0.9644567,2025-05-14
tweet_410,Campaign rally scheduled for this weekend. #Democrat2024 #Election2024,2025-05-01 17:25:07.713432,New York,Democrat,56,20,campaign rally scheduled for this weekend democrat election,rally scheduled weekend democrat,neutral,0.91180819272995,1,0.93232405,2025-05-01
tweet_411,Terrible policy decision. This will hurt the economy. #Independent2024 #Election2024,2025-05-20 17:25:07.713510,Texas,Independent,31,247,terrible policy decision this will hurt the economy independent election,terrible policy decision hurt economy independent,negative,0.9372010231018066,0,0.9477751,2025-05-20
tweet_412,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-05-01 17:25:07.713588,Florida,Democrat,13,312,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-05-01
tweet_413,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-05-22 17:25:07.713667,New York,Democrat,86,217,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-05-22
tweet_414,Great policy speech today! Really inspiring vision for the future. #Independent2024 #Election2024,2025-05-08 17:25:07.713754,California,Independent,84,383,great policy speech today really inspiring vision for the future independent election,great policy speech today really inspiring vision future independent,positive,0.976468563079834,3,0.967819,2025-05-08
tweet_415,Election day is approaching quickly. #Republican2024 #Election2024,2025-05-26 17:25:07.713844,Texas,Republican,67,382,election day is approaching quickly republican election,day approaching quickly republican,neutral,0.7144849300384521,2,0.9272872,2025-05-26
tweet_416,Great policy speech today! Really inspiring vision for the future. #Republican2024 #Election2024,2025-05-03 17:25:07.713926,Pennsylvania,Republican,60,353,great policy speech today really inspiring vision for the future republican election,great policy speech today really inspiring vision future republican,positive,0.9801842570304871,3,0.967819,2025-05-03
tweet_417,Weak debate performance. No real solutions offered. #Republican2024 #Election2024,2025-05-20 17:25:07.714006,California,Republican,16,97,weak debate performance no real solutions offered republican election,weak debate performance real solutions offered republican,negative,0.8771274089813232,4,0.95721644,2025-05-20
tweet_418,Love the new healthcare plan - this will help so many families! #Republican2024 #Election2024,2025-05-17 17:25:07.714088,Pennsylvania,Republican,4,1,love the new healthcare plan this will help so many families republican election,love new healthcare plan help many families republican,positive,0.9839757680892944,1,0.96458066,2025-05-17
tweet_419,Terrible policy decision. This will hurt the economy. #Democrat2024 #Election2024,2025-05-17 17:25:07.714166,Texas,Democrat,15,367,terrible policy decision this will hurt the economy democrat election,terrible policy decision hurt economy democrat,negative,0.9406500458717346,0,0.9477752,2025-05-17
tweet_420,This candidate is out of touch with regular people. #Independent2024 #Election2024,2025-05-19 17:25:07.714245,Florida,Independent,58,137,this candidate is out of touch with regular people independent election,touch regular people independent,negative,0.8877984881401062,2,0.9272873,2025-05-19
tweet_421,Campaign rally scheduled for this weekend. #Independent2024 #Election2024,2025-05-10 17:25:07.714322,Pennsylvania,Independent,19,153,campaign rally scheduled for this weekend independent election,rally scheduled weekend independent,neutral,0.9340530633926392,1,0.93232393,2025-05-10
tweet_422,Finally a candidate who listens to working people! #Democrat2024 #Election2024,2025-05-12 17:25:07.714401,Pennsylvania,Democrat,78,213,finally a candidate who listens to working people democrat election,finally listens working people democrat,positive,0.804597795009613,4,0.94134796,2025-05-12
tweet_423,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-05-18 17:25:07.714480,Texas,Republican,27,25,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.95911217,2025-05-18
tweet_424,Another broken promise from politicians. #Republican2024 #Election2024,2025-05-03 17:25:07.714559,New York,Republican,71,43,another broken promise from politicians republican election,another broken promise politicians republican,negative,0.8090128302574158,1,0.9448747,2025-05-03
tweet_425,This candidate is out of touch with regular people. #Independent2024 #Election2024,2025-05-21 17:25:07.714637,Florida,Independent,22,88,this candidate is out of touch with regular people independent election,touch regular people independent,negative,0.8877984881401062,2,0.9272873,2025-05-21
tweet_426,"Excellent debate performance. Clear, honest answers. #Independent2024 #Election2024",2025-05-22 17:25:07.714723,New York,Independent,10,267,excellent debate performance clear honest answers independent election,excellent debate performance clear honest answers independent,positive,0.9280513525009155,3,0.9591121,2025-05-22
tweet_427,This candidate is out of touch with regular people. #Republican2024 #Election2024,2025-05-23 17:25:07.714802,Pennsylvania,Republican,84,71,this candidate is out of touch with regular people republican election,touch regular people republican,negative,0.8659353256225586,2,0.9272871,2025-05-23
tweet_428,New poll shows tight race in key swing states. #Democrat2024 #Election2024,2025-04-29 17:25:07.714892,Florida,Democrat,69,267,new poll shows tight race in key swing states democrat election,new poll shows tight race key swing states democrat,neutral,0.8322589993476868,0,0.9644567,2025-04-29
tweet_429,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-05-24 17:25:07.714970,New York,Republican,39,485,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.95911217,2025-05-24
tweet_430,Great policy speech today! Really inspiring vision for the future. #Independent2024 #Election2024,2025-05-19 17:25:07.715058,Pennsylvania,Independent,31,379,great policy speech today really inspiring vision for the future independent election,great policy speech today really inspiring vision future independent,positive,0.976468563079834,3,0.967819,2025-05-19
tweet_431,Election day is approaching quickly. #Democrat2024 #Election2024,2025-05-21 17:25:07.715141,New York,Democrat,31,136,election day is approaching quickly democrat election,day approaching quickly democrat,neutral,0.6026833057403564,2,0.92728734,2025-05-21
tweet_432,Candidate will speak at town hall meeting tomorrow. #Independent2024 #Election2024,2025-05-14 17:25:07.715220,Pennsylvania,Independent,20,157,candidate will speak at town hall meeting tomorrow independent election,speak town hall meeting tomorrow independent,neutral,0.9503028392791748,1,0.95349854,2025-05-14
tweet_433,This candidate is out of touch with regular people. #Democrat2024 #Election2024,2025-05-01 17:25:07.715299,New York,Democrat,26,324,this candidate is out of touch with regular people democrat election,touch regular people democrat,negative,0.8761662244796753,2,0.9272873,2025-05-01
tweet_434,Terrible policy decision. This will hurt the economy. #Republican2024 #Election2024,2025-05-07 17:25:07.715378,Texas,Republican,25,381,terrible policy decision this will hurt the economy republican election,terrible policy decision hurt economy republican,negative,0.9369646310806274,0,0.947775,2025-05-07
tweet_435,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-04-29 17:25:07.715490,Pennsylvania,Republican,8,371,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.95911217,2025-04-29
tweet_436,Campaign rally scheduled for this weekend. #Republican2024 #Election2024,2025-05-16 17:25:07.715577,Texas,Republican,46,363,campaign rally scheduled for this weekend republican election,rally scheduled weekend republican,neutral,0.9309176802635193,1,0.9323238,2025-05-16
tweet_437,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-05-05 17:25:07.715663,New York,Democrat,75,475,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-05-05
tweet_438,"Same old politics, nothing will change. #Democrat2024 #Election2024",2025-04-27 17:25:07.715753,California,Democrat,84,162,same old politics nothing will change democrat election,old politics nothing change democrat,negative,0.7820222973823547,3,0.94394624,2025-04-27
tweet_439,Great policy speech today! Really inspiring vision for the future. #Independent2024 #Election2024,2025-05-12 17:25:07.715857,Texas,Independent,57,74,great policy speech today really inspiring vision for the future independent election,great policy speech today really inspiring vision future independent,positive,0.976468563079834,3,0.967819,2025-05-12
tweet_440,Terrible policy decision. This will hurt the economy. #Republican2024 #Election2024,2025-05-15 17:25:07.715945,New York,Republican,93,270,terrible policy decision this will hurt the economy republican election,terrible policy decision hurt economy republican,negative,0.9369646310806274,0,0.9477752,2025-05-15
tweet_441,Great policy speech today! Really inspiring vision for the future. #Republican2024 #Election2024,2025-05-11 17:25:07.716027,Texas,Republican,65,482,great policy speech today really inspiring vision for the future republican election,great policy speech today really inspiring vision future republican,positive,0.9801842570304871,3,0.967819,2025-05-11
tweet_442,This candidate is out of touch with regular people. #Independent2024 #Election2024,2025-05-20 17:25:07.716110,California,Independent,19,123,this candidate is out of touch with regular people independent election,touch regular people independent,negative,0.8877984881401062,2,0.9272873,2025-05-20
tweet_443,Campaign rally scheduled for this weekend. #Democrat2024 #Election2024,2025-05-02 17:25:07.716190,Pennsylvania,Democrat,98,312,campaign rally scheduled for this weekend democrat election,rally scheduled weekend democrat,neutral,0.91180819272995,1,0.93232405,2025-05-02
tweet_444,Finally a candidate who listens to working people! #Democrat2024 #Election2024,2025-05-23 17:25:07.716272,Florida,Democrat,16,38,finally a candidate who listens to working people democrat election,finally listens working people democrat,positive,0.804597795009613,4,0.94134796,2025-05-23
tweet_445,Voter registration deadline is next month. #Republican2024 #Election2024,2025-05-12 17:25:07.716351,Texas,Republican,96,133,voter registration deadline is next month republican election,voter registration deadline next month republican,neutral,0.9182999730110168,2,0.9500379,2025-05-12
tweet_446,Weak debate performance. No real solutions offered. #Independent2024 #Election2024,2025-05-25 17:25:07.716433,Florida,Independent,71,189,weak debate performance no real solutions offered independent election,weak debate performance real solutions offered independent,negative,0.871368944644928,4,0.9572162,2025-05-25
tweet_447,"Excellent debate performance. Clear, honest answers. #Republican2024 #Election2024",2025-05-02 17:25:07.716623,Texas,Republican,86,149,excellent debate performance clear honest answers republican election,excellent debate performance clear honest answers republican,positive,0.9458787441253662,3,0.95911217,2025-05-02
tweet_448,Campaign rally scheduled for this weekend. #Democrat2024 #Election2024,2025-05-08 17:25:07.716725,New York,Democrat,41,274,campaign rally scheduled for this weekend democrat election,rally scheduled weekend democrat,neutral,0.91180819272995,1,0.93232405,2025-05-08
tweet_449,Voter registration deadline is next month. #Republican2024 #Election2024,2025-05-20 17:25:07.716816,California,Republican,18,430,voter registration deadline is next month republican election,voter registration deadline next month republican,neutral,0.9182999730110168,2,0.9500379,2025-05-20
tweet_450,"Same old politics, nothing will change. #Republican2024 #Election2024",2025-05-23 17:25:07.716913,California,Republican,29,264,same old politics nothing will change republican election,old politics nothing change republican,negative,0.7597195506095886,3,0.94394654,2025-05-23
tweet_451,Finally a candidate who listens to working people! #Republican2024 #Election2024,2025-05-13 17:25:07.716995,New York,Republican,52,226,finally a candidate who listens to working people republican election,finally listens working people republican,positive,0.7594895362854004,4,0.94134814,2025-05-13
tweet_452,Great policy speech today! Really inspiring vision for the future. #Independent2024 #Election2024,2025-05-23 17:25:07.717075,Florida,Independent,7,1,great policy speech today really inspiring vision for the future independent election,great policy speech today really inspiring vision future independent,positive,0.976468563079834,3,0.967819,2025-05-23
tweet_453,Terrible policy decision. This will hurt the economy. #Independent2024 #Election2024,2025-05-04 17:25:07.717154,Pennsylvania,Independent,61,368,terrible policy decision this will hurt the economy independent election,terrible policy decision hurt economy independent,negative,0.9372010231018066,0,0.947775,2025-05-04
tweet_454,Finally a candidate who listens to working people! #Independent2024 #Election2024,2025-05-16 17:25:07.717237,Texas,Independent,84,254,finally a candidate who listens to working people independent election,finally listens working people independent,positive,0.600748598575592,4,0.94134796,2025-05-16
tweet_455,This candidate is out of touch with regular people. #Republican2024 #Election2024,2025-05-24 17:25:07.717318,Florida,Republican,32,200,this candidate is out of touch with regular people republican election,touch regular people republican,negative,0.8659353256225586,2,0.9272871,2025-05-24
tweet_456,Voter registration deadline is next month. #Independent2024 #Election2024,2025-05-10 17:25:07.717397,Texas,Independent,87,479,voter registration deadline is next month independent election,voter registration deadline next month independent,neutral,0.9277944564819336,2,0.950038,2025-05-10
tweet_457,"Same old politics, nothing will change. #Independent2024 #Election2024",2025-05-12 17:25:07.717477,Florida,Independent,53,75,same old politics nothing will change independent election,old politics nothing change independent,negative,0.7021893858909607,3,0.9439464,2025-05-12
tweet_458,Terrible policy decision. This will hurt the economy. #Independent2024 #Election2024,2025-05-01 17:25:07.717560,Florida,Independent,92,405,terrible policy decision this will hurt the economy independent election,terrible policy decision hurt economy independent,negative,0.9372010231018066,0,0.9477751,2025-05-01
tweet_459,Weak debate performance. No real solutions offered. #Democrat2024 #Election2024,2025-05-07 17:25:07.717639,California,Democrat,28,178,weak debate performance no real solutions offered democrat election,weak debate performance real solutions offered democrat,negative,0.8853272199630737,4,0.9572162,2025-05-07
tweet_460,Finally a candidate who listens to working people! #Democrat2024 #Election2024,2025-05-15 17:25:07.717730,Pennsylvania,Democrat,66,341,finally a candidate who listens to working people democrat election,finally listens working people democrat,positive,0.804597795009613,4,0.94134796,2025-05-15
tweet_461,Love the new healthcare plan - this will help so many families! #Independent2024 #Election2024,2025-05-04 17:25:07.717814,California,Independent,0,71,love the new healthcare plan this will help so many families independent election,love new healthcare plan help many families independent,positive,0.9835608005523682,1,0.96458066,2025-05-04
tweet_462,Terrible policy decision. This will hurt the economy. #Democrat2024 #Election2024,2025-05-10 17:25:07.717907,Pennsylvania,Democrat,11,261,terrible policy decision this will hurt the economy democrat election,terrible policy decision hurt economy democrat,negative,0.9406500458717346,0,0.9477752,2025-05-10
